"KpiId","KpiName","Value","DataType","Period","StartDate","EndDate","CollectionFrequency"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Sep","2019-09-01","2019-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Q3","2019-10-01","2019-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Oct","2019-10-01","2019-10-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Nov","2019-11-01","2019-11-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Dec","2019-12-01","2019-12-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Q4","2020-01-01","2020-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Jan","2020-01-01","2020-01-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Feb","2020-02-01","2020-02-29","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2019/2020_Mar","2020-03-01","2020-03-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2020/2021_Apr","2020-04-01","2020-04-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2020/2021_Q1","2020-04-01","2020-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2020/2021_May","2020-05-01","2020-05-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2020/2021_Jun","2020-06-01","2020-06-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2020/2021_Q2","2020-07-01","2020-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2020/2021_Jul","2020-07-01","2020-07-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2020/2021_Aug","2020-08-01","2020-08-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2020/2021_Sep","2020-09-01","2020-09-30","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2020/2021_Oct","2020-10-01","2020-10-31","Monthly"
"CSP51","Number of Reports of Domestic Abuse Incidents reported to NYP (York only)","NC","Number","2020/2021_Nov","2020-11-01","2020-11-30","Monthly"
